sample_id,brand,panel,thickness_um,thickness_mils,oem_range_um,label
V0024-bumper_front,Porsche,bumper_front,145.4,5.72,100-135,factory_normal
V0024-bumper_rear,Porsche,bumper_rear,165.0,6.5,100-135,respray
V0024-door_jamb_left,Porsche,door_jamb_left,133.5,5.26,100-135,factory_normal
V0024-door_jamb_right,Porsche,door_jamb_right,139.2,5.48,100-135,factory_normal
V0025-hood,Porsche,hood,127.7,5.03,100-135,factory_normal
V0025-roof,Porsche,roof,134.3,5.29,100-135,factory_normal
V0025-trunk,Porsche,trunk,124.6,4.91,100-135,factory_normal
V0025-door_front_left,Porsche,door_front_left,121.7,4.79,100-135,factory_normal
V0025-door_front_right,Porsche,door_front_right,124.2,4.89,100-135,factory_normal
V0025-door_rear_left,Porsche,door_rear_left,128.7,5.07,100-135,factory_normal
V0025-door_rear_right,Porsche,door_rear_right,118.6,4.67,100-135,factory_normal
V0025-fender_left,Porsche,fender_left,129.6,5.1,100-135,factory_normal
V0025-fender_right,Porsche,fender_right,123.7,4.87,100-135,factory_normal
V0025-quarter_left,Porsche,quarter_left,132.2,5.2,100-135,factory_normal
V0025-quarter_right,Porsche,quarter_right,114.5,4.51,100-135,factory_normal
V0025-bumper_front,Porsche,bumper_front,128.0,5.04,100-135,factory_normal
V0025-bumper_rear,Porsche,bumper_rear,124.4,4.9,100-135,factory_normal
V0025-door_jamb_left,Porsche,door_jamb_left,127.0,5.0,100-135,factory_normal
V0025-door_jamb_right,Porsche,door_jamb_right,123.4,4.86,100-135,factory_normal
V0026-hood,Porsche,hood,122.2,4.81,100-135,factory_normal
V0026-roof,Porsche,roof,120.8,4.76,100-135,factory_normal
V0026-trunk,Porsche,trunk,121.7,4.79,100-135,factory_normal
V0026-door_front_left,Porsche,door_front_left,120.4,4.74,100-135,factory_normal
V0026-door_front_right,Porsche,door_front_right,129.1,5.08,100-135,factory_normal
V0026-door_rear_left,Porsche,door_rear_left,118.4,4.66,100-135,factory_normal
V0026-door_rear_right,Porsche,door_rear_right,117.3,4.62,100-135,factory_normal
V0026-fender_left,Porsche,fender_left,115.1,4.53,100-135,factory_normal
V0026-fender_right,Porsche,fender_right,113.7,4.48,100-135,factory_normal
V0026-quarter_left,Porsche,quarter_left,112.7,4.44,100-135,factory_normal
V0026-quarter_right,Porsche,quarter_right,114.4,4.5,100-135,factory_normal
V0026-bumper_front,Porsche,bumper_front,133.9,5.27,100-135,factory_normal
V0026-bumper_rear,Porsche,bumper_rear,127.0,5.0,100-135,factory_normal
V0026-door_jamb_left,Porsche,door_jamb_left,116.9,4.6,100-135,factory_normal
V0026-door_jamb_right,Porsche,door_jamb_right,120.5,4.74,100-135,factory_normal
V0027-hood,Porsche,hood,103.5,4.07,100-135,factory_normal
V0027-roof,Porsche,roof,110.4,4.35,100-135,factory_normal
V0027-trunk,Porsche,trunk,112.1,4.41,100-135,factory_normal
V0027-door_front_left,Porsche,door_front_left,106.3,4.19,100-135,factory_normal
V0027-door_front_right,Porsche,door_front_right,111.7,4.4,100-135,factory_normal
V0027-door_rear_left,Porsche,door_rear_left,103.5,4.07,100-135,factory_normal
V0027-door_rear_right,Porsche,door_rear_right,117.4,4.62,100-135,factory_normal
V0027-fender_left,Porsche,fender_left,117.0,4.61,100-135,factory_normal
V0027-fender_right,Porsche,fender_right,109.5,4.31,100-135,factory_normal
V0027-quarter_left,Porsche,quarter_left,112.6,4.43,100-135,factory_normal
V0027-quarter_right,Porsche,quarter_right,98.7,3.89,100-135,factory_normal
V0027-bumper_front,Porsche,bumper_front,101.2,3.98,100-135,factory_normal
V0027-bumper_rear,Porsche,bumper_rear,108.9,4.29,100-135,factory_normal
V0027-door_jamb_left,Porsche,door_jamb_left,111.5,4.39,100-135,factory_normal
V0027-door_jamb_right,Porsche,door_jamb_right,115.6,4.55,100-135,factory_normal
V0028-hood,Porsche,hood,135.7,5.34,100-135,factory_normal
V0028-roof,Porsche,roof,143.6,5.65,100-135,factory_normal
V0028-trunk,Porsche,trunk,126.2,4.97,100-135,factory_normal
V0028-door_front_left,Porsche,door_front_left,128.1,5.04,100-135,factory_normal
V0028-door_front_right,Porsche,door_front_right,132.3,5.21,100-135,factory_normal
V0028-door_rear_left,Porsche,door_rear_left,131.9,5.19,100-135,factory_normal
V0028-door_rear_right,Porsche,door_rear_right,138.5,5.45,100-135,factory_normal
V0028-fender_left,Porsche,fender_left,135.7,5.34,100-135,factory_normal
V0028-fender_right,Porsche,fender_right,125.6,4.94,100-135,factory_normal
V0028-quarter_left,Porsche,quarter_left,137.0,5.39,100-135,factory_normal
V0028-quarter_right,Porsche,quarter_right,131.6,5.18,100-135,factory_normal
V0028-bumper_front,Porsche,bumper_front,153.3,6.04,100-135,respray
V0028-bumper_rear,Porsche,bumper_rear,122.5,4.82,100-135,factory_normal
V0028-door_jamb_left,Porsche,door_jamb_left,136.1,5.36,100-135,factory_normal
V0028-door_jamb_right,Porsche,door_jamb_right,131.4,5.17,100-135,factory_normal
V0029-hood,Porsche,hood,116.5,4.59,100-135,factory_normal
V0029-roof,Porsche,roof,125.9,4.96,100-135,factory_normal
V0029-trunk,Porsche,trunk,119.6,4.71,100-135,factory_normal
V0029-door_front_left,Porsche,door_front_left,117.2,4.61,100-135,factory_normal
V0029-door_front_right,Porsche,door_front_right,127.2,5.01,100-135,factory_normal
V0029-door_rear_left,Porsche,door_rear_left,124.8,4.91,100-135,factory_normal
V0029-door_rear_right,Porsche,door_rear_right,120.6,4.75,100-135,factory_normal
V0029-fender_left,Porsche,fender_left,130.9,5.15,100-135,factory_normal
V0029-fender_right,Porsche,fender_right,121.4,4.78,100-135,factory_normal
V0029-quarter_left,Porsche,quarter_left,123.8,4.87,100-135,factory_normal
V0029-quarter_right,Porsche,quarter_right,125.0,4.92,100-135,factory_normal
V0029-bumper_front,Porsche,bumper_front,118.1,4.65,100-135,factory_normal
V0029-bumper_rear,Porsche,bumper_rear,109.9,4.33,100-135,factory_normal
V0029-door_jamb_left,Porsche,door_jamb_left,128.5,5.06,100-135,factory_normal
V0029-door_jamb_right,Porsche,door_jamb_right,131.3,5.17,100-135,factory_normal
V0030-hood,Porsche,hood,100.8,3.97,100-135,factory_normal
V0030-roof,Porsche,roof,108.9,4.29,100-135,factory_normal
V0030-trunk,Porsche,trunk,109.0,4.29,100-135,factory_normal
V0030-door_front_left,Porsche,door_front_left,109.5,4.31,100-135,factory_normal
V0030-door_front_right,Porsche,door_front_right,104.9,4.13,100-135,factory_normal
V0030-door_rear_left,Porsche,door_rear_left,113.4,4.46,100-135,factory_normal
V0030-door_rear_right,Porsche,door_rear_right,113.1,4.45,100-135,factory_normal
V0030-fender_left,Porsche,fender_left,103.0,4.06,100-135,factory_normal
V0030-fender_right,Porsche,fender_right,114.0,4.49,100-135,factory_normal
V0030-quarter_left,Porsche,quarter_left,120.7,4.75,100-135,factory_normal
V0030-quarter_right,Porsche,quarter_right,111.3,4.38,100-135,factory_normal
V0030-bumper_front,Porsche,bumper_front,112.9,4.44,100-135,factory_normal
V0030-bumper_rear,Porsche,bumper_rear,136.2,5.36,100-135,factory_normal
V0030-door_jamb_left,Porsche,door_jamb_left,109.9,4.33,100-135,factory_normal
V0030-door_jamb_right,Porsche,door_jamb_right,115.5,4.55,100-135,factory_normal
V0031-hood,Porsche,hood,105.3,4.15,100-135,factory_normal
V0031-roof,Porsche,roof,103.9,4.09,100-135,factory_normal
V0031-trunk,Porsche,trunk,98.0,3.86,100-135,factory_normal
V0031-door_front_left,Porsche,door_front_left,103.2,4.06,100-135,factory_normal
V0031-door_front_right,Porsche,door_front_right,108.4,4.27,100-135,factory_normal
V0031-door_rear_left,Porsche,door_rear_left,100.7,3.96,100-135,factory_normal
V0031-door_rear_right,Porsche,door_rear_right,93.9,3.7,100-135,factory_normal
V0031-fender_left,Porsche,fender_left,102.3,4.03,100-135,factory_normal
V0031-fender_right,Porsche,fender_right,97.8,3.85,100-135,factory_normal
V0031-quarter_left,Porsche,quarter_left,100.6,3.96,100-135,factory_normal
V0031-quarter_right,Porsche,quarter_right,101.9,4.01,100-135,factory_normal
V0031-bumper_front,Porsche,bumper_front,109.7,4.32,100-135,factory_normal
V0031-bumper_rear,Porsche,bumper_rear,105.0,4.13,100-135,factory_normal
V0031-door_jamb_left,Porsche,door_jamb_left,100.2,3.94,100-135,factory_normal
V0031-door_jamb_right,Porsche,door_jamb_right,98.4,3.87,100-135,factory_normal
V0032-hood,Mercedes-Benz,hood,114.6,4.51,100-140,factory_normal
V0032-roof,Mercedes-Benz,roof,124.8,4.91,100-140,factory_normal
V0032-trunk,Mercedes-Benz,trunk,115.0,4.53,100-140,factory_normal
V0032-door_front_left,Mercedes-Benz,door_front_left,114.8,4.52,100-140,factory_normal
V0032-door_front_right,Mercedes-Benz,door_front_right,112.1,4.41,100-140,factory_normal
V0032-door_rear_left,Mercedes-Benz,door_rear_left,117.0,4.61,100-140,factory_normal
V0032-door_rear_right,Mercedes-Benz,door_rear_right,116.0,4.57,100-140,factory_normal
V0032-fender_left,Mercedes-Benz,fender_left,119.2,4.69,100-140,factory_normal
V0032-fender_right,Mercedes-Benz,fender_right,110.3,4.34,100-140,factory_normal
V0032-quarter_left,Mercedes-Benz,quarter_left,110.7,4.36,100-140,factory_normal
V0032-quarter_right,Mercedes-Benz,quarter_right,110.5,4.35,100-140,factory_normal
V0032-bumper_front,Mercedes-Benz,bumper_front,122.4,4.82,100-140,factory_normal
V0032-bumper_rear,Mercedes-Benz,bumper_rear,137.9,5.43,100-140,factory_normal
V0032-door_jamb_left,Mercedes-Benz,door_jamb_left,106.1,4.18,100-140,factory_normal
V0032-door_jamb_right,Mercedes-Benz,door_jamb_right,110.4,4.35,100-140,factory_normal
V0033-hood,Mercedes-Benz,hood,90.0,3.54,100-140,factory_normal
V0033-roof,Mercedes-Benz,roof,96.8,3.81,100-140,factory_normal
V0033-trunk,Mercedes-Benz,trunk,207.9,8.19,100-140,respray
V0033-door_front_left,Mercedes-Benz,door_front_left,100.6,3.96,100-140,factory_normal
V0033-door_front_right,Mercedes-Benz,door_front_right,107.2,4.22,100-140,factory_normal
V0033-door_rear_left,Mercedes-Benz,door_rear_left,100.4,3.95,100-140,factory_normal
V0033-door_rear_right,Mercedes-Benz,door_rear_right,96.5,3.8,100-140,factory_normal
V0033-fender_left,Mercedes-Benz,fender_left,101.4,3.99,100-140,factory_normal
V0033-fender_right,Mercedes-Benz,fender_right,106.9,4.21,100-140,factory_normal
V0033-quarter_left,Mercedes-Benz,quarter_left,96.8,3.81,100-140,factory_normal
V0033-quarter_right,Mercedes-Benz,quarter_right,97.1,3.82,100-140,factory_normal
V0033-bumper_front,Mercedes-Benz,bumper_front,100.3,3.95,100-140,factory_normal
V0033-bumper_rear,Mercedes-Benz,bumper_rear,196.0,7.72,100-140,respray
V0033-door_jamb_left,Mercedes-Benz,door_jamb_left,100.6,3.96,100-140,factory_normal
V0033-door_jamb_right,Mercedes-Benz,door_jamb_right,98.6,3.88,100-140,factory_normal
V0034-hood,Mercedes-Benz,hood,116.1,4.57,100-140,factory_normal
V0034-roof,Mercedes-Benz,roof,99.0,3.9,100-140,factory_normal
V0034-trunk,Mercedes-Benz,trunk,102.9,4.05,100-140,factory_normal
V0034-door_front_left,Mercedes-Benz,door_front_left,105.8,4.17,100-140,factory_normal
V0034-door_front_right,Mercedes-Benz,door_front_right,117.7,4.63,100-140,factory_normal
V0034-door_rear_left,Mercedes-Benz,door_rear_left,111.8,4.4,100-140,factory_normal
V0034-door_rear_right,Mercedes-Benz,door_rear_right,114.3,4.5,100-140,factory_normal
V0034-fender_left,Mercedes-Benz,fender_left,104.7,4.12,100-140,factory_normal
V0034-fender_right,Mercedes-Benz,fender_right,104.8,4.13,100-140,factory_normal
V0034-quarter_left,Mercedes-Benz,quarter_left,112.7,4.44,100-140,factory_normal
V0034-quarter_right,Mercedes-Benz,quarter_right,110.7,4.36,100-140,factory_normal
V0034-bumper_front,Mercedes-Benz,bumper_front,129.2,5.09,100-140,factory_normal
V0034-bumper_rear,Mercedes-Benz,bumper_rear,101.3,3.99,100-140,factory_normal
V0034-door_jamb_left,Mercedes-Benz,door_jamb_left,103.7,4.08,100-140,factory_normal
V0034-door_jamb_right,Mercedes-Benz,door_jamb_right,113.4,4.46,100-140,factory_normal
V0035-hood,Mercedes-Benz,hood,117.7,4.63,100-140,factory_normal
V0035-roof,Mercedes-Benz,roof,113.5,4.47,100-140,factory_normal
V0035-trunk,Mercedes-Benz,trunk,123.3,4.85,100-140,factory_normal
V0035-door_front_left,Mercedes-Benz,door_front_left,127.4,5.02,100-140,factory_normal
V0035-door_front_right,Mercedes-Benz,door_front_right,131.8,5.19,100-140,factory_normal
V0035-door_rear_left,Mercedes-Benz,door_rear_left,125.3,4.93,100-140,factory_normal
V0035-door_rear_right,Mercedes-Benz,door_rear_right,120.9,4.76,100-140,factory_normal
V0035-fender_left,Mercedes-Benz,fender_left,118.3,4.66,100-140,factory_normal
V0035-fender_right,Mercedes-Benz,fender_right,122.8,4.83,100-140,factory_normal
V0035-quarter_left,Mercedes-Benz,quarter_left,121.3,4.78,100-140,factory_normal
V0035-quarter_right,Mercedes-Benz,quarter_right,117.7,4.63,100-140,factory_normal
V0035-bumper_front,Mercedes-Benz,bumper_front,147.4,5.8,100-140,factory_normal
V0035-bumper_rear,Mercedes-Benz,bumper_rear,144.1,5.67,100-140,factory_normal
V0035-door_jamb_left,Mercedes-Benz,door_jamb_left,126.5,4.98,100-140,factory_normal
V0035-door_jamb_right,Mercedes-Benz,door_jamb_right,124.7,4.91,100-140,factory_normal
V0036-hood,Mercedes-Benz,hood,115.9,4.56,100-140,factory_normal
V0036-roof,Mercedes-Benz,roof,114.4,4.5,100-140,factory_normal
V0036-trunk,Mercedes-Benz,trunk,103.8,4.09,100-140,factory_normal
V0036-door_front_left,Mercedes-Benz,door_front_left,113.1,4.45,100-140,factory_normal
V0036-door_front_right,Mercedes-Benz,door_front_right,109.9,4.33,100-140,factory_normal
V0036-door_rear_left,Mercedes-Benz,door_rear_left,106.3,4.19,100-140,factory_normal
V0036-door_rear_right,Mercedes-Benz,door_rear_right,121.1,4.77,100-140,factory_normal
V0036-fender_left,Mercedes-Benz,fender_left,121.4,4.78,100-140,factory_normal
V0036-fender_right,Mercedes-Benz,fender_right,119.5,4.7,100-140,factory_normal
V0036-quarter_left,Mercedes-Benz,quarter_left,114.0,4.49,100-140,factory_normal
V0036-quarter_right,Mercedes-Benz,quarter_right,119.5,4.7,100-140,factory_normal
V0036-bumper_front,Mercedes-Benz,bumper_front,107.7,4.24,100-140,factory_normal
V0036-bumper_rear,Mercedes-Benz,bumper_rear,121.2,4.77,100-140,factory_normal
V0036-door_jamb_left,Mercedes-Benz,door_jamb_left,112.5,4.43,100-140,factory_normal
V0036-door_jamb_right,Mercedes-Benz,door_jamb_right,118.1,4.65,100-140,factory_normal
V0037-hood,Mercedes-Benz,hood,123.4,4.86,100-140,factory_normal
V0037-roof,Mercedes-Benz,roof,124.6,4.91,100-140,factory_normal
V0037-trunk,Mercedes-Benz,trunk,123.6,4.87,100-140,factory_normal
V0037-door_front_left,Mercedes-Benz,door_front_left,122.4,4.82,100-140,factory_normal
V0037-door_front_right,Mercedes-Benz,door_front_right,118.0,4.65,100-140,factory_normal
V0037-door_rear_left,Mercedes-Benz,door_rear_left,122.6,4.83,100-140,factory_normal
V0037-door_rear_right,Mercedes-Benz,door_rear_right,119.7,4.71,100-140,factory_normal
V0037-fender_left,Mercedes-Benz,fender_left,117.1,4.61,100-140,factory_normal
V0037-fender_right,Mercedes-Benz,fender_right,125.9,4.96,100-140,factory_normal
V0037-quarter_left,Mercedes-Benz,quarter_left,125.3,4.93,100-140,factory_normal
V0037-quarter_right,Mercedes-Benz,quarter_right,114.5,4.51,100-140,factory_normal
V0037-bumper_front,Mercedes-Benz,bumper_front,122.3,4.81,100-140,factory_normal
V0037-bumper_rear,Mercedes-Benz,bumper_rear,125.5,4.94,100-140,factory_normal
V0037-door_jamb_left,Mercedes-Benz,door_jamb_left,124.4,4.9,100-140,factory_normal
V0037-door_jamb_right,Mercedes-Benz,door_jamb_right,124.5,4.9,100-140,factory_normal
V0038-hood,Mercedes-Benz,hood,134.5,5.3,100-140,factory_normal
V0038-roof,Mercedes-Benz,roof,128.4,5.06,100-140,factory_normal
V0038-trunk,Mercedes-Benz,trunk,204.0,8.03,100-140,respray
V0038-door_front_left,Mercedes-Benz,door_front_left,127.4,5.02,100-140,factory_normal
V0038-door_front_right,Mercedes-Benz,door_front_right,130.1,5.12,100-140,factory_normal
V0038-door_rear_left,Mercedes-Benz,door_rear_left,128.0,5.04,100-140,factory_normal
V0038-door_rear_right,Mercedes-Benz,door_rear_right,126.1,4.96,100-140,factory_normal
V0038-fender_left,Mercedes-Benz,fender_left,130.3,5.13,100-140,factory_normal
V0038-fender_right,Mercedes-Benz,fender_right,126.5,4.98,100-140,factory_normal
V0038-quarter_left,Mercedes-Benz,quarter_left,125.9,4.96,100-140,factory_normal
V0038-quarter_right,Mercedes-Benz,quarter_right,130.6,5.14,100-140,factory_normal
V0038-bumper_front,Mercedes-Benz,bumper_front,113.9,4.48,100-140,factory_normal
V0038-bumper_rear,Mercedes-Benz,bumper_rear,267.5,10.53,100-140,repair_or_filler
V0038-door_jamb_left,Mercedes-Benz,door_jamb_left,129.1,5.08,100-140,factory_normal
V0038-door_jamb_right,Mercedes-Benz,door_jamb_right,262.8,10.35,100-140,repair_or_filler
V0039-hood,Mercedes-Benz,hood,131.2,5.17,100-140,factory_normal
V0039-roof,Mercedes-Benz,roof,137.1,5.4,100-140,factory_normal
V0039-trunk,Mercedes-Benz,trunk,123.6,4.87,100-140,factory_normal
V0039-door_front_left,Mercedes-Benz,door_front_left,127.3,5.01,100-140,factory_normal
V0039-door_front_right,Mercedes-Benz,door_front_right,125.5,4.94,100-140,factory_normal
V0039-door_rear_left,Mercedes-Benz,door_rear_left,124.8,4.91,100-140,factory_normal
V0039-door_rear_right,Mercedes-Benz,door_rear_right,127.6,5.02,100-140,factory_normal
V0039-fender_left,Mercedes-Benz,fender_left,136.4,5.37,100-140,factory_normal
V0039-fender_right,Mercedes-Benz,fender_right,138.4,5.45,100-140,factory_normal
V0039-quarter_left,Mercedes-Benz,quarter_left,127.6,5.02,100-140,factory_normal
V0039-quarter_right,Mercedes-Benz,quarter_right,138.8,5.46,100-140,factory_normal
V0039-bumper_front,Mercedes-Benz,bumper_front,169.2,6.66,100-140,respray
V0039-bumper_rear,Mercedes-Benz,bumper_rear,154.5,6.08,100-140,respray
V0039-door_jamb_left,Mercedes-Benz,door_jamb_left,127.1,5.0,100-140,factory_normal
V0039-door_jamb_right,Mercedes-Benz,door_jamb_right,132.2,5.2,100-140,factory_normal
V0040-hood,Mercedes-Benz,hood,135.0,5.31,100-140,factory_normal
V0040-roof,Mercedes-Benz,roof,142.0,5.59,100-140,factory_normal
V0040-trunk,Mercedes-Benz,trunk,137.6,5.42,100-140,factory_normal
V0040-door_front_left,Mercedes-Benz,door_front_left,138.8,5.46,100-140,factory_normal
V0040-door_front_right,Mercedes-Benz,door_front_right,137.5,5.41,100-140,factory_normal
V0040-door_rear_left,Mercedes-Benz,door_rear_left,139.1,5.48,100-140,factory_normal
V0040-door_rear_right,Mercedes-Benz,door_rear_right,139.5,5.49,100-140,factory_normal
V0040-fender_left,Mercedes-Benz,fender_left,127.7,5.03,100-140,factory_normal
V0040-fender_right,Mercedes-Benz,fender_right,140.7,5.54,100-140,factory_normal
V0040-quarter_left,Mercedes-Benz,quarter_left,132.5,5.22,100-140,factory_normal
V0040-quarter_right,Mercedes-Benz,quarter_right,130.2,5.13,100-140,factory_normal
V0040-bumper_front,Mercedes-Benz,bumper_front,141.1,5.56,100-140,factory_normal
V0040-bumper_rear,Mercedes-Benz,bumper_rear,140.0,5.51,100-140,factory_normal
V0040-door_jamb_left,Mercedes-Benz,door_jamb_left,137.3,5.41,100-140,factory_normal
V0040-door_jamb_right,Mercedes-Benz,door_jamb_right,138.3,5.44,100-140,factory_normal
V0041-hood,Mercedes-Benz,hood,122.9,4.84,100-140,factory_normal
V0041-roof,Mercedes-Benz,roof,119.6,4.71,100-140,factory_normal
V0041-trunk,Mercedes-Benz,trunk,109.8,4.32,100-140,factory_normal
V0041-door_front_left,Mercedes-Benz,door_front_left,109.5,4.31,100-140,factory_normal
V0041-door_front_right,Mercedes-Benz,door_front_right,119.2,4.69,100-140,factory_normal
